Cry_Audio_File,Cry_Reason,Amplitude_Envelope_Mean,RMS_Mean,ZCR_Mean,STFT_Mean,SC_Mean,SBAN_Mean,SCON_Mean,MFCCs13Mean,delMFCCs13,del2MFCCs13,MelSpec,MFCCs20,MFCCs1,MFCCs2,MFCCs3,MFCCs4,MFCCs5,MFCCs6,MFCCs7,MFCCs8,MFCCs9,MFCCs10,MFCCs11,MFCCs12,MFCCs13
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/belly_pain/643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138536-1.0-m-72-bp.wav,0,0.03121743,0.009057258,0.0728379811672185,0.1288111,949.7230480443296,502.42047374269873,24.58170059180035,-48.776436,-0.031073773,0.0119706215,-53.622143,-32.0253,-614.29095,69.3072,-25.569735,-0.32435426,-0.7116621,-26.972254,-6.2973547,-2.393346,-14.57536,-0.68939024,-0.59778196,-9.44598,-1.5327486
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/belly_pain/643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138591-1.0-m-72-bp.wav,0,0.017407764,0.008612689,0.0824742601407284,0.22856638,1066.3355423889586,466.54975290421015,28.21829224343892,-43.96406,0.00061593467,0.0060276687,-48.55581,-28.327566,-560.68646,28.196955,-1.5230902,-0.17695466,-0.912659,-8.516251,-4.6614738,-2.8164945,-6.6498556,-4.6853194,-3.207099,-3.9728227,-1.9212068
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/belly_pain/643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138514-1.0-m-72-bp.wav,0,0.018339232,0.005844145,0.133455996481788,0.0540709,1508.535653995281,581.628091121869,26.327807768557324,-52.240917,-0.0004956891,0.0048937146,-55.834587,-34.057716,-631.242,81.551254,-19.210094,-14.615758,-8.836019,-23.136765,-9.280055,-7.204411,-16.268616,-4.601859,-3.548016,-13.716755,-9.022855
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/belly_pain/69BDA5D6-0276-4462-9BF7-951799563728-1436936185-1.1-m-26-bp.wav,0,0.08824888,0.03935786,0.0854589197019867,1.1615111,1137.2885581669846,592.2707050344643,25.16087615193923,-37.13763,0.020041864,0.020017779,-40.082733,-24.086277,-453.7206,90.625885,-40.489338,-14.864902,-8.936381,-32.543526,-5.29032,-1.9597996,-13.632083,6.6947036,3.5747757,-10.575782,-1.6718103
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/belly_pain/549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav,0,0.013442265,0.005534066,0.0770659575591216,0.034734026,963.7673876461598,385.5211504036239,26.040936942443885,-55.180702,0.04405337,0.015738335,-59.460133,-35.424072,-680.9191,61.969845,-38.836697,-13.707529,2.03148,-20.912453,-6.161524,3.9695005,-10.21758,-4.6287274,1.0237579,-6.7254014,-4.234541
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/belly_pain/643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138545-1.0-m-72-bp.wav,0,0.013562341,0.005795322,0.0860894815811258,0.046385914,1066.2953928775285,584.5659679033554,28.61875358295533,-50.466396,-0.058314197,-0.0064920005,-52.882885,-32.44037,-606.2491,72.45572,-9.065112,-2.1610055,-2.9007561,-20.411825,-12.213619,-15.182203,-21.406446,-9.364587,-10.660333,-14.220217,-4.683702
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/burping/7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846915-1.1-f-26-bu.wav,1,0.007454234,0.0018765223,0.1271956487996688,0.011400092,1466.6840544831616,722.6748121157223,23.624127443693588,-50.57274,0.018057294,0.0078080744,-60.401123,-34.449215,-683.0511,61.225502,-14.716144,-0.23697324,11.105439,-5.9272003,-0.5474623,2.651311,-7.4399834,-4.953896,-3.7272189,-7.950952,-3.8769612
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/burping/7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232208-1.0-f-26-bu.wav,1,0.116792865,0.0401969,0.0864193139486755,2.11844,1325.430442510705,607.6512105635285,22.584227167798225,-37.28367,-3.1121945e-05,2.8301245e-05,-41.746098,-24.513453,-475.19196,66.630394,-41.60144,-1.5138215,9.085382,-24.2645,-3.7945917,5.8652835,-10.712427,-1.6401311,0.063214734,-8.312309,0.69920963
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/burping/7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430540826-1.0-f-26-bu.wav,1,0.16459183,0.06880715,0.1054525817466887,6.56908,1497.2793933900289,556.3131551111953,24.173483570259133,-34.217724,-0.05747767,0.007667182,-36.939964,-21.88795,-417.86777,59.932404,-54.55214,-9.9784355,13.082665,-14.601853,2.3330314,6.2287607,-14.248205,-3.2806046,1.3477963,-10.827453,-2.3986053
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/burping/5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu.wav,1,0.121890426,0.044400655,0.1827669043989547,1.2798624,2034.441168622846,762.9475802128919,27.84737404000229,-40.68619,0.06349664,0.00069227605,-40.20995,-27.25657,-456.51746,89.618744,-120.80232,-10.235106,19.340942,-44.93731,9.292803,19.361872,-32.209427,-7.001089,9.449574,-8.36349,4.0817733
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/burping/79FF400A-97E2-4701-987D-C7C850D5523C-1430089648-1.0-f-48-bu.wav,1,0.038739186,0.014833868,0.1107201986754966,0.25179255,1325.7731332490291,547.5003057597733,26.65173916509401,-43.792885,0.06376558,0.025980216,-46.734615,-28.139875,-532.3969,61.332253,-44.40074,-6.5803084,14.144129,-15.803265,-9.027982,-1.4491104,-9.222788,-3.3929145,-7.894052,-13.917253,-0.698601
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/burping/F24DE44B-762C-4149-AC92-96A5E57ED118-1430816949-1.0-m-04-bu.wav,1,0.032434996,0.013329724,0.0529801324503311,0.28306267,812.9512230183312,540.8340330167817,29.951620865410945,-43.633297,0.0027992667,0.0035712086,-45.697174,-27.12636,-524.70056,56.363773,-0.052845936,0.46403867,-6.5169616,-23.002092,-15.4382925,-12.734839,-15.587309,-6.8039513,-6.818939,-10.037101,-2.3678207
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/burping/af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,1,0.16319992,0.060059622,0.138820783466312,1.8993485,1636.6801294510003,678.8546760946165,29.931778935807387,-36.959118,0.03210013,0.021572623,-36.153713,-23.412714,-401.96466,96.39607,-81.905235,-1.2375448,27.954134,-42.426994,-25.848982,-3.3526917,-21.400356,-5.021689,-1.1652936,-17.527128,-2.9681482
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/burping/AEA8AE04-D00E-48A7-8A0B-6D87E2175121-1430563241-1.0-f-72-bu.wav,1,0.08940495,0.035654802,0.0996190759519867,3.8247263,1279.1804857911625,510.1604088153893,23.814856183366803,-37.6352,-0.016141467,-0.00039224987,-41.46207,-25.176956,-486.99524,49.634834,-18.36006,2.3713639,3.1268804,-18.076483,-3.5826392,1.7245489,-7.3612175,-0.5057068,-2.0373504,-7.958095,-1.2384042
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/79FF400A-97E2-4701-987D-C7C850D5523C-1430089688-1.0-f-48-dc.wav,2,0.06168311,0.022610683,0.1657795685016556,0.44338915,1791.8326552790663,675.4529568887504,28.26543508370364,-39.581284,0.02772235,0.028226051,-46.01017,-26.668509,-514.90405,81.59955,-64.47192,9.991951,18.740171,-30.982477,4.029264,5.541497,-21.784748,0.08833551,-1.5486481,-11.012975,10.157293
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/79FF400A-97E2-4701-987D-C7C850D5523C-1430089621-1.0-f-48-dc.wav,2,0.019837284,0.005872759,0.0763432584850993,0.08602866,951.6711603140712,406.7521852851688,23.055962422322047,-49.21528,-0.01568953,0.0035068777,-56.883724,-33.122425,-645.5421,60.145645,-14.8964,-0.4954151,3.8700063,-12.22426,-2.3046682,-3.234547,-11.277627,-1.0790533,-1.8061116,-8.350083,-2.6039872
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/1309B82C-F146-46F0-A723-45345AFA6EA8-1430703937-1.0-f-48-dc.wav,2,0.08124773,0.026974674,0.115286113410596,0.59729224,1397.0148434911714,663.2207890200236,26.76767384578524,-37.13436,0.04687722,-0.019378245,-40.95715,-23.274717,-472.7292,86.55573,-65.82345,-1.8468864,11.767962,-31.118536,4.112152,8.710549,-18.142767,1.9071155,1.2022232,-12.527912,5.1862803
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/999bf14b-e417-4b44-b746-9253f81efe38-1430844994519-1.7-m-04-ch.wav,2,0.041477926,0.01904844,0.0654165792785234,0.7423874,891.9131843936024,456.36097341991416,25.317259274111347,-40.222168,0.061711002,0.022567846,-44.511723,-26.493996,-506.64798,69.75957,-2.817416,-17.947067,-4.7584743,-9.575976,-19.310036,-14.382442,-4.07914,-2.0911713,-5.8592463,-4.5963216,-0.58250314
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/1309B82C-F146-46F0-A723-45345AFA6EA8-1432801703-1.1-f-26-dc.wav,2,0.13165139,0.046825815,0.100689414321192,1.5048574,1300.292793334892,645.4992845729772,25.443278716685413,-34.05136,-0.073411554,0.029628363,-36.289524,-20.817816,-407.06766,115.04656,-70.78628,-19.693422,-0.9168289,-42.505367,-0.89554703,16.708548,-15.461765,-6.726688,-1.0232134,-10.954342,1.6083103
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/2294E2B2-8E36-4DA6-A898-B947CB9446AB-1436462707-1.1-m-26-dc.wav,2,0.037334114,0.0153028695,0.1088026438327814,0.24307439,1210.9605513596673,498.9998977618523,27.611708802392563,-42.255062,0.035692137,-0.00085598364,-47.245304,-28.486664,-549.0105,80.43871,-43.398296,-0.9876283,16.666704,-18.716154,-4.82342,4.7993445,-6.8069277,-1.7874388,-8.055335,-14.231566,-3.4032266
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430058990597-1.7-m-72-dc.wav,2,0.11425437,0.054299116,0.0924978222996515,3.7658696,1237.0272741454817,693.8627481091679,31.024203809644625,-36.405197,0.029538896,0.0033009078,-39.59837,-24.59245,-454.26874,50.068787,-15.043343,-11.467426,-4.5529213,-17.753477,-13.835924,-4.61615,-3.255501,-1.1285999,-2.605908,-0.9877124,6.179315
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/999bf14b-e417-4b44-b746-9253f81efe38-1430844958178-1.7-m-04-ch.wav,2,0.017690208,0.007621471,0.0442992344798657,0.052894644,757.9063869825501,456.11588963336027,24.31847318573378,-46.48519,0.06894111,-0.0021089525,-53.84672,-29.980194,-609.9349,101.3248,-3.8458667,-26.128654,-6.329014,-7.3427954,-14.749964,-12.418922,-7.4162292,-2.7799432,-2.0800252,-5.296001,-7.310013
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430059012473-1.7-m-72-dc.wav,2,0.18095627,0.09085427,0.0973782009548611,4.6673927,1250.9696095536065,529.3131018653576,29.252287268927983,-36.593964,0.011386934,-0.00042021644,-36.84616,-24.102636,-417.975,81.89021,-70.84036,-29.224487,7.96881,-19.375832,-3.0211718,7.6743274,-17.581533,-16.417484,-3.0714333,-0.8216347,5.07407
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/837fd072-8704-4196-9ff1-1d2c07886e55-1432429478471-1.7-m-22-dc.wav,2,0.002548224,0.00094367284,0.1018391927083333,0.0013391402,1216.2844685851865,682.4613244718232,28.01871272903128,-57.549194,0.08645977,-0.04508334,-69.54224,-37.738876,-786.53345,96.86492,-17.924332,-0.18774739,7.33756,-24.437883,-7.5419602,9.026911,-7.8209066,-6.141797,1.5964556,-6.662213,-5.7150636
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/f258a8e2-92cd-4843-9da4-80ed26ec8e10-1436944996156-1.7-f-26-ch.wav,2,0.10500691,0.036201783,0.1221043390679442,1.1580008,1418.6028894800738,590.7986380338925,27.255104773972874,-39.960793,0.0016755754,-0.0028399753,-39.344017,-25.528406,-446.3136,83.99325,-61.647247,-20.06333,-3.1246896,-30.852516,2.583086,5.805908,-23.729656,-4.846067,1.9509981,-17.439398,-5.80702
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/1309B82C-F146-46F0-A723-45345AFA6EA8-1432801693-1.1-f-26-dc.wav,2,0.10968793,0.03747686,0.082700615687086,1.3202827,1082.3072565020473,560.807322488191,24.436512979737017,-38.814156,0.13313362,0.045527264,-40.84253,-24.126446,-463.06995,98.60707,-48.255016,-10.389374,-5.4154973,-44.48696,-9.750618,6.8896184,-13.820733,-2.1930845,-0.17296273,-11.681127,-0.84548384
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/d6cda191-4962-4308-9a36-46d5648a95ed-1431086262776-1.7-m-04-ch.wav,2,0.056204483,0.020279072,0.1244703389830508,0.40527734,1592.9343609961643,661.0515143308106,27.95602636543759,-42.724747,0.017876776,0.009785376,-43.84453,-27.273867,-500.61694,71.37479,-68.071556,-19.388447,0.8553934,-28.85347,4.9204073,12.087913,-18.990118,-2.7745948,9.566258,-8.331851,-7.1994305
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/D1CB71F9-EF76-49B3-A703-41D557444D21-1436863419-1.1-f-26-dc.wav,2,0.0618532,0.02602762,0.0723788027731788,0.76408845,988.1126313628878,556.8869982447825,27.9468337065442,-39.313675,0.06256297,0.024147978,-41.78322,-24.908426,-476.2552,70.83004,-28.268242,-10.991848,-8.791113,-29.50659,-5.1034346,3.8220518,-10.28727,-1.5371639,-1.2309319,-10.804938,-2.9532123
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/10A40438-09AA-4A21-83B4-8119F03F7A11-1430925142-1.0-f-26-dc.wav,2,0.09961989,0.045509435,0.0745324141142384,1.9325327,1015.6567598111676,558.7090233092702,26.89271860685421,-35.719048,0.093552664,-0.0067614983,-35.11199,-22.30315,-408.99747,76.17941,-37.234898,-13.053427,-5.701287,-29.239477,-7.466268,-1.4636904,-13.538985,-0.94139373,-4.0434756,-15.580685,-3.266021
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/11417AC2-DCC9-48CD-8177-CA8665E51B2F-1436881512-1.1-m-48-dc.wav,2,0.014301579,0.004720342,0.1176111082367549,0.04309078,1261.7724944995496,694.0146156455053,30.34902404847292,-49.835873,0.034263503,0.062296066,-54.513393,-33.627804,-624.2272,106.72255,-23.89817,-9.389467,-8.205185,-27.6994,2.6391714,2.7369268,-18.530941,-5.099628,-10.051271,-24.510803,-8.352985
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/1309B82C-F146-46F0-A723-45345AFA6EA8-1430704008-1.0-f-48-dc.wav,2,0.03372472,0.010236597,0.0958745084850993,0.14464533,1113.2025564183675,481.4611679104081,24.334355028793063,-47.333313,0.03382362,0.041662715,-53.28113,-31.347876,-616.8616,82.00259,-28.5004,-1.2619643,3.8958607,-24.513138,-4.572949,1.3510904,-12.5780115,-0.5510236,-0.37542593,-10.687735,-2.6804452
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016981469-1.7-m-26-dc.wav,2,0.20161165,0.08029276,0.09630859375,3.9684193,1191.8304399743377,565.4091045337657,26.5184606366198,-30.0562,0.074745215,0.01367031,-33.52908,-20.211517,-384.9052,109.72337,-51.92295,-26.836264,10.259753,-14.1620245,-1.9111389,14.519629,-3.9434586,-9.491943,-6.979305,-13.856667,-11.224401
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/ae5a462b-5424-4b5b-82d5-07ccb61654ab-1431064345173-1.7-f-48-dc.wav,2,0.017547755,0.006171857,0.1074841390520134,0.049595557,1268.4725592219593,456.0806907134559,21.85461007250162,-55.099567,-0.18383288,-0.0032214655,-59.016273,-35.641758,-681.14966,66.83835,-46.784725,-5.492894,0.4868537,-30.759958,0.36294535,8.288328,-14.590568,-1.9937633,1.0877086,-10.679971,-1.906959
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/665BDF6D-2897-49F9-8AD0-978B3B2A0468-1430530218-1.0-m-26-dc.wav,2,0.0072335093,0.0022169747,0.0929512882864238,0.008160015,1185.494433983192,576.5939652083482,23.625522138657217,-55.75391,0.06237176,0.042845804,-64.02915,-38.526825,-738.1426,87.85776,-20.492958,-1.4370445,3.2347274,-24.052135,-6.065723,4.133344,-10.277846,-6.510209,-3.9023368,-6.8846145,-2.2610893
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/999bf14b-e417-4b44-b746-9253f81efe38-1430845035663-1.7-m-26-ch.wav,2,0.03341149,0.014275096,0.056745490771812,0.35723656,823.4539698577256,481.37367047296704,26.99339223803225,-41.551056,0.040604204,0.0044048554,-46.608917,-28.04232,-528.1099,92.86181,-0.20636642,-23.350277,-6.8730364,-9.707842,-21.393084,-18.120874,-7.1631513,-3.617104,-6.8291655,-5.716951,-1.9377438
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/f5b29377-7cd6-4688-942c-5a07add39dc5-1437480263225-1.7-f-26-dc.wav,2,0.15959036,0.062980846,0.1159675973360655,2.7731738,1345.2963611365929,529.849514113378,26.671729450735764,-38.464455,0.013969319,0.005550436,-37.43506,-24.309011,-423.5411,108.03725,-65.911255,-33.07398,-14.2054205,-37.978584,-3.9623356,-0.36670342,-19.152061,5.8220587,3.9978108,-17.264584,-2.438988
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/999bf14b-e417-4b44-b746-9253f81efe38-1430844979531-1.7-m-04-ch.wav,2,0.010582271,0.0045714946,0.0794292680369127,0.079523295,1431.1592059035518,475.7396889501402,22.61038218096441,-45.360424,4.3695714e-09,-7.385191e-10,-54.374535,-30.669872,-625.23553,48.011127,5.8623495,-3.55099,2.4653933,-0.16431975,-4.2795334,-4.441614,-3.7599905,-1.4867806,0.51916534,-0.6579074,-2.966903
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/d6cda191-4962-4308-9a36-46d5648a95ed-1426942891562-1.4-f-48-dc.wav,2,0.0040901764,0.001187913,0.1304607780612245,0.0051665967,1485.1748217295335,675.5315809006413,24.927436768157897,-54.784794,-0.01126554,-0.0016485072,-67.14785,-35.66779,-763.37555,46.78584,-7.525271,2.7621508,10.842162,-4.9289536,-1.3874875,6.5530515,0.053759933,-0.12360429,2.6740282,-1.982894,-2.549648
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/999bf14b-e417-4b44-b746-9253f81efe38-1430845018393-1.7-m-26-ch.wav,2,0.017497351,0.0077378564,0.0557394347734899,0.1100797,929.5605843456752,467.759307660542,23.14785503691157,-44.566334,0.059411477,0.012954058,-52.52559,-30.248592,-605.06323,70.61025,-2.7019968,-13.158829,2.414468,-2.2702367,-9.925569,-7.2194185,-3.6269817,-2.1879241,-1.8897768,-2.0579858,-2.2851152
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/d6cda191-4962-4308-9a36-46d5648a95ed-1431161889263-1.7-m-04-dc.wav,2,0.012766177,0.0048638107,0.1083752648305084,0.037753794,1318.2248037771292,552.2558751262023,26.675312051987127,-51.776356,0.09276311,-0.010837594,-58.966255,-33.83354,-673.85455,73.90621,-11.537238,-8.445362,-4.3731675,-21.91508,-7.7820196,5.462908,-4.9187865,-4.859486,-0.7448811,-6.726433,-7.304683
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/discomfort/7b0e160e-0505-459e-8ecb-304d7afae9d2-1437486974312-1.7-m-04-dc.wav,2,0.024472056,0.0098751085,0.063630584102349,0.11028689,842.8754531353303,548.2918643576033,27.89799398135239,-38.72173,0.050638177,0.022332305,-47.78631,-25.86846,-552.0472,90.76254,-1.8466502,3.9927511,5.230423,-18.804857,-9.637095,-2.395002,-9.45743,0.29497066,2.231899,-8.348393,-3.3584497
/Users/mac/Desktop/Smart_Cradle/donateacry_corpus_cleaned_and_updated_data/hungry/c10e2b0f-0cb8-4485-b82f-d453edf97db7-1430738986076-1.7-f-26-hu.wav,3,0.0065394845,0.002267201,0.078716856060606,0.008456607,1721.875338040415,421.59050564522624,21.946975003155103,-55.899242,-0.0018503169,-0.010424713,-63.309093,-36.772316,-719.66064,59.405933,-18.54657,-12.064002,5.9265804,-7.2223997,-8.988621,-2.3437076,-5.833503,-5.6666408,-3.2885957,-5.1244617,-3.2834945
